ds,inflow_operating_revenue_actual,inflow_operating_revenue_forecast,inflow_operating_revenue_lower,inflow_operating_revenue_upper,outflow_cogs_actual,outflow_cogs_forecast,outflow_cogs_lower,outflow_cogs_upper,outflow_opex_actual,outflow_opex_forecast,outflow_opex_lower,outflow_opex_upper,inflow_operating_revenue_final,outflow_cogs_final,outflow_opex_final,activity_pct_delta,confidence_pct_delta,cost_pct_delta,interest_expense,taxes,net_debt_financing_activity,capex_outflow,long_term_debt_projected,interest_forecast,interest_final,ebit_final,ebt_final,taxes_forecast,taxes_final,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_change_in_cash_total
2010-07-01,425854127.5763342,455262596.17640144,403153888.4197648,509232634.0272591,251086396.31221247,273405447.38874906,244381951.64642024,300370273.8710213,63878119.13645013,68535788.12671188,60575102.46705702,76928732.06865478,425854127.5763342,251086396.31221247,63878119.13645013,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,110889612.1276716,110814057.7966716,27703514.4491679,27703514.4491679,83110543.34750372,-0.0,0.0,83110543.34750372
2010-08-01,431913185.3724242,465117159.56643873,408595093.62142015,518422506.0353446,255031005.81845385,279091563.24190944,251409147.9509514,307522688.6851844,64786977.805863634,70040290.14397497,62544033.63165501,78287161.89074191,431913185.3724242,255031005.81845385,64786977.805863634,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,112095201.74810672,112019647.41710672,28004911.85427668,28004911.85427668,84014735.56283009,-0.0,0.0,84014735.56283009
2010-09-01,434379697.2810665,459381084.6071022,401365289.9565648,512382069.9738353,256901693.82143736,277303667.1334882,250614090.6943791,305971071.43994176,65156954.59215997,69139397.69225988,60681983.32627359,77252513.83695683,434379697.2810665,256901693.82143736,65156954.59215997,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,112321048.86746913,112245494.53646913,28061373.634117283,28061373.634117283,84184120.90235186,-0.0,0.0,84184120.90235186
2010-10-01,446860679.8874124,458533799.4877676,405588950.2912146,516195082.6242696,265203414.625042,275970777.14971775,247893373.40266627,301650809.34698874,67029101.98311185,69002687.37592053,60629547.88132917,77111208.83567682,446860679.8874124,265203414.625042,67029101.98311185,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,114628163.27925861,114552608.94825861,28638152.237064652,28638152.237064652,85914456.71119398,-0.0,0.0,85914456.71119398
2010-11-01,433389757.3503807,467640191.93969584,413087130.10272825,522342192.34707,257860401.33694324,281060777.63063705,251834136.2195029,308249419.3619776,65008463.60255709,70444994.49844989,61577321.20260178,78456147.68086548,433389757.3503807,257860401.33694324,65008463.60255709,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,110520892.41088039,110445338.07988039,27611334.519970097,27611334.519970097,82834003.5599103,-0.0,0.0,82834003.5599103
2010-12-01,458979907.3693006,482318543.1283464,423677294.8506796,539453323.1973165,274183027.93983626,291221310.5820746,262942185.5795084,319308789.45577806,68846986.1053951,72671442.71036653,64470617.02129958,80465064.8772656,458979907.3693006,274183027.93983626,68846986.1053951,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,115949893.32406926,115874338.99306926,28968584.748267315,28968584.748267315,86905754.244802,-0.0,0.0,86905754.244802
2011-01-01,455766831.2952705,471576380.82357806,412728536.1375925,525666464.4736162,273146579.6801949,286180589.07531744,256636148.59344843,315149123.65025604,68365024.69429058,71028189.73883714,62506889.84049553,78778344.51476534,455766831.2952705,273146579.6801949,68365024.69429058,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,114255226.92078501,114179672.58978501,28544918.147446252,28544918.147446252,85634754.44233876,-0.0,0.0,85634754.44233876
2011-02-01,480165396.7500576,484108010.067332,429832825.0503614,537099704.932498,288693961.2774292,291198170.30178225,263855884.1674184,320072395.6902204,72024809.51250863,72961176.4723369,64683406.644217685,81809858.0236331,480165396.7500576,288693961.2774292,72024809.51250863,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,119446625.96011972,119371071.62911972,29842767.90727993,29842767.90727993,89528303.72183985,-0.0,0.0,89528303.72183985
2011-03-01,473266883.9905515,463812210.7223613,405237990.8150114,518643872.0836143,286018423.31026345,282499069.35081613,254101734.5571808,312208000.5026585,70990032.59858271,69631173.2393879,61344640.70831832,78304148.43708807,473266883.9905515,286018423.31026345,70990032.59858271,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,116258428.08170533,116182873.75070533,29045718.437676333,29045718.437676333,87137155.31302905,-0.0,0.0,87137155.31302905
2011-04-01,499589869.1933808,477267904.7591989,420375658.242414,532610873.65027386,303343969.9619338,291661642.19349945,263186815.44818795,319832507.8460337,74938480.37900712,71713640.02905387,63033755.91338552,80808907.81638838,499589869.1933808,303343969.9619338,74938480.37900712,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,121307418.85243988,121231864.52143988,30307966.13035997,30307966.13035997,90923898.39107996,-0.0,0.0,90923898.39107996
2011-05-01,439538545.60913855,494260433.4155801,440331877.5851384,550463940.6393294,267730788.7937776,302598643.0901496,272600287.34228474,329901324.7334912,65930781.84137078,74360519.36159378,66866120.37771139,83147905.52143165,439538545.60913855,267730788.7937776,65930781.84137078,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,105876974.97399014,105801420.64299014,26450355.160747536,26450355.160747536,79351065.48224264,-0.0,0.0,79351065.48224264
2011-06-01,429422690.279077,484555345.7881983,427894351.8201392,540977362.0043453,261569040.40129533,296993679.0549385,267842198.90099064,323944666.7176079,64413403.54186155,72867327.68119253,64577458.61177467,81188051.57578024,429422690.279077,261569040.40129533,64413403.54186155,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,103440246.3359201,103364692.0049201,25841173.001230024,25841173.001230024,77523519.00369012,-0.0,0.0,77523519.00369012
2011-07-01,470058667.8463345,462886905.04426247,408419889.8023455,518722386.7990188,287071313.00256467,287384912.1826962,260257136.97276717,315029363.1958791,70508800.17695017,69563850.93584359,60781273.584709056,77598291.1470183,470058667.8463345,287071313.00256467,70508800.17695017,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,112478554.66681969,112403000.33581969,28100750.083954923,28100750.083954923,84302250.25186479,-0.0,0.0,84302250.25186479
2011-08-01,447032553.7862776,446300752.70374936,391788233.4656157,503746230.6456791,273870143.89243245,281342228.4242462,250894675.5205603,312324493.30295813,67054883.06794164,66795301.03528528,58398244.91623464,75361535.2517553,447032553.7862776,273870143.89243245,67054883.06794164,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,106107526.82590348,106031972.49490348,26507993.12372587,26507993.12372587,79523979.37117761,-0.0,0.0,79523979.37117761
2011-09-01,487869112.5714731,451001537.8925061,398357158.8787557,510566789.06530136,299537314.4115138,284271044.16371673,256338591.6750018,313104818.3030345,73180366.88572097,67647605.60382281,59506449.6063032,75776827.11230542,487869112.5714731,299537314.4115138,73180366.88572097,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,115151431.27423835,115075876.94323835,28768969.235809587,28768969.235809587,86306907.70742881,-0.0,0.0,86306907.70742881
2011-10-01,512311452.26500446,471039855.129341,414138984.0583868,526009572.7895174,314756576.1200912,295301051.0913589,267035270.4504068,322457997.4418322,76846717.83975066,70537088.33883025,62197980.33198979,79253563.19783098,512311452.26500446,314756576.1200912,76846717.83975066,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,120708158.30516261,120632603.97416261,30158150.993540652,30158150.993540652,90474452.980622,-0.0,0.0,90474452.980622
2011-11-01,483665881.62918943,480734088.68969065,423703464.2547476,538662940.0591353,297706263.2378239,299498081.49182016,270394963.95523566,326514270.46880394,72549882.24437842,71934055.05336466,63698073.78897768,80745247.53290637,483665881.62918943,297706263.2378239,72549882.24437842,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,113409736.14698714,113334181.81598714,28333545.453996785,28333545.453996785,85000636.36199039,-0.0,0.0,85000636.36199039
2011-12-01,503584782.1527969,496465429.7505496,443550104.3732344,556916442.8860803,310040436.4921853,309374501.49901474,280716646.3805885,340155922.9974826,75537717.32291953,74563452.36458053,66411379.67395519,83227895.38170172,503584782.1527969,310040436.4921853,75537717.32291953,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,118006628.33769208,117931074.00669208,29482768.50167302,29482768.50167302,88448305.50501907,-0.0,0.0,88448305.50501907
2012-01-01,526161222.40605015,512577542.4271102,454501598.2251912,564450668.9634794,324822477.5222379,319604878.1252541,289809746.2347849,347838620.47817886,78924183.36090752,77075568.77050807,68619780.38401747,85045294.50997423,526161222.40605015,324822477.5222379,78924183.36090752,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,122414561.5229047,122339007.1919047,30584751.797976173,30584751.797976173,91754255.39392853,-0.0,0.0,91754255.39392853
2012-02-01,553045438.3420897,518279294.6084337,461038246.999572,574520948.6876462,342149052.45335686,320896394.6331812,291909414.5200977,351100012.2102892,82956815.75131345,77948146.06947601,69114752.35902059,85732565.04578923,553045438.3420897,342149052.45335686,82956815.75131345,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,127939570.13741934,127864015.80641934,31966003.951604836,31966003.951604836,95898011.85481453,-0.0,0.0,95898011.85481453
2012-03-01,517548309.6457547,517037367.94154674,455245873.8187678,575024138.7694954,320858577.57874155,319840204.77532035,292450357.9673768,348276799.08499485,77632246.4468632,77853395.16894135,70290825.46451181,86095312.3710352,517548309.6457547,320858577.57874155,77632246.4468632,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,119057485.62014997,118981931.28914997,29745482.822287492,29745482.822287492,89236448.4668625,-0.0,0.0,89236448.4668625
2012-04-01,522857429.56593984,536919853.5264996,481181545.965795,593987230.1564175,324688357.2308185,331858526.8754527,302392493.633534,359663755.3958577,78428614.43489097,80767157.78028753,72451054.50493068,89246903.67677642,522857429.56593984,324688357.2308185,78428614.43489097,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,119740457.90023035,119664903.56923035,29916225.892307587,29916225.892307587,89748677.6769228,-0.0,0.0,89748677.6769228
2012-05-01,532615633.2907589,549817398.2671121,495403381.628415,607493803.9585512,330064041.1524573,341206037.1649386,312157077.6218792,370719959.1856237,79892344.99361382,82727089.82574159,74311035.66362573,90700297.56375007,532615633.2907589,330064041.1524573,79892344.99361382,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,122659247.14468777,122583692.81368777,30645923.203421943,30645923.203421943,91937769.61026585,-0.0,0.0,91937769.61026585
2012-06-01,529183297.6122497,527671743.1009268,476937929.2892977,583925468.993406,327666013.918752,330242426.691112,302281962.56313306,359807972.0148374,79377494.64183745,79233534.37616809,71093620.16166991,88207392.94715053,529183297.6122497,327666013.918752,79377494.64183745,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,122139789.05166024,122064234.72066024,30516058.68016506,30516058.68016506,91548176.04049522,-0.0,0.0,91548176.04049522
2012-07-01,525514748.3095209,540216007.6053215,483668445.1656297,596227948.2592387,325488455.04471177,338621648.9654764,311616005.4133492,367549454.70501137,78827212.24642813,80920024.91009319,72916215.3363913,88946409.00734067,525514748.3095209,325488455.04471177,78827212.24642813,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,121199081.018381,121123526.687381,30280881.67184525,30280881.67184525,90842645.01553577,-0.0,0.0,90842645.01553577
2012-08-01,528861575.78744256,539173840.3829142,484663504.8957848,596163079.4512336,329464359.04683113,337109653.9588426,309123687.13508505,365384203.1756135,79329236.36811638,81027214.30925456,72848383.64904426,89520007.09482257,528861575.78744256,329464359.04683113,79329236.36811638,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,120067980.37249506,119992426.04149505,29998106.510373764,29998106.510373764,89994319.53112131,-0.0,0.0,89994319.53112131
2012-09-01,541572660.7075005,555484703.1319392,499719101.6809629,605619374.2525759,338992714.7078796,345479226.6258672,319456962.5955134,374511017.3638686,81235899.10612507,83360031.15371282,74959629.51970209,91434451.00597674,541572660.7075005,338992714.7078796,81235899.10612507,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,121344046.8934958,121268492.5624958,30317123.14062395,30317123.14062395,90951369.4218719,-0.0,0.0,90951369.4218719
2012-10-01,541763212.4157426,571407411.673968,518987022.1823298,628470735.8430187,340026504.2725106,351886412.6495753,323959554.62614834,381515140.9918117,81264481.86236139,86021023.25497083,78217514.62832762,94437091.74565493,541763212.4157426,340026504.2725106,81264481.86236139,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,120472226.28087068,120396671.94987068,30099167.98746767,30099167.98746767,90297503.96240306,-0.0,0.0,90297503.96240306
2012-11-01,565315605.4814639,558408423.9509281,500316043.8585956,611459512.6547652,354212831.9194934,348376704.821587,320770107.6207094,375163552.0001099,84797340.82221958,84286419.95894757,76262057.13548425,92363848.47488602,565315605.4814639,354212831.9194934,84797340.82221958,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,126305432.73975098,126229878.40875098,31557469.602187745,31557469.602187745,94672408.80656326,-0.0,0.0,94672408.80656326
2012-12-01,554206789.7600391,531245149.3800771,476666715.93871474,584339773.2962087,347210275.7843214,336633560.38104707,308462418.17172253,364327492.1224794,83131018.46400586,79671895.11817633,71819720.84562057,87510814.33602792,554206789.7600391,347210275.7843214,83131018.46400586,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,123865495.51171184,123789941.18071184,30947485.29517796,30947485.29517796,92842455.88553393,-0.0,0.0,92842455.88553393
2013-01-01,596459329.064459,532527072.49144953,475957337.7656083,586462657.1769968,374421654.5884805,335808399.7491841,304431473.6099572,366484503.0247521,89468899.35966884,79751673.39771217,71068800.74560262,87964620.82191168,596459329.064459,374421654.5884805,89468899.35966884,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,132568775.11630964,132493220.78530964,33123305.19632741,33123305.19632741,99369915.58898228,-0.0,0.0,99369915.58898228
2013-02-01,582213870.8935782,560970499.9476947,505531278.2484785,614403010.2147613,367463729.4074079,353488524.3557467,325029928.925642,381494739.2798166,87332080.63403672,83936380.60960619,75112203.52348262,91958863.41459043,582213870.8935782,367463729.4074079,87332080.63403672,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,127418060.85213357,127342506.52113357,31835626.630283393,31835626.630283393,95506879.89085019,-0.0,0.0,95506879.89085019
2013-03-01,558037101.4794202,557121437.6908498,507464817.8578317,611157238.695638,351214213.64793247,349739768.7356835,319791315.83067054,378608007.5501581,83705565.22191302,83699644.3277144,75719599.91764931,91989482.05450276,558037101.4794202,351214213.64793247,83705565.22191302,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,123117322.60957468,123041768.27857468,30760442.06964367,30760442.06964367,92281326.20893103,-0.0,0.0,92281326.20893103
2013-04-01,582479540.2655089,557450119.0127319,502209062.1162978,615730166.9468213,365832208.2976832,351217891.2842705,323206907.1755515,378308095.42753047,87371931.03982633,83674510.17836042,75307305.17557476,91614681.29912542,582479540.2655089,365832208.2976832,87371931.03982633,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,129275400.92799938,129199846.59699938,32299961.649249844,32299961.649249844,96899884.94774956,-0.0,0.0,96899884.94774956
2013-05-01,566325344.4657259,589001030.2901639,532890347.5831399,640075034.8894893,355833710.5573876,369919165.9673937,340251058.7200782,395970111.1648979,84948801.66985889,88546758.16164507,80769314.7038958,97261156.68754388,566325344.4657259,355833710.5573876,84948801.66985889,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,125542832.23847944,125467277.90747944,31366819.47686986,31366819.47686986,94100458.43060958,-0.0,0.0,94100458.43060958
2013-06-01,596464519.4138429,590420556.6531321,534830251.4197065,643974457.369039,375662873.421125,370759161.955796,342169428.14597493,398642298.31632864,89469677.91207643,88718410.96138437,80526399.05638205,97754260.07512,596464519.4138429,375662873.421125,89469677.91207643,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,131331968.08064151,131256413.74964151,32814103.437410377,32814103.437410377,98442310.31223118,-0.0,0.0,98442310.31223118
2013-07-01,596065424.9911635,601108737.4760767,548303232.4607586,659838916.1244539,376146367.52285045,376980398.5206384,345425256.88567865,404291002.5674353,89409813.74867453,90281015.63267042,81785477.47228359,98334459.72322492,596065424.9911635,376146367.52285045,89409813.74867453,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,130509243.71963853,130433689.38863853,32608422.34715963,32608422.34715963,97825267.04147893,-0.0,0.0,97825267.04147893
2013-08-01,566065645.6577934,594852993.6896908,541439920.6135817,650260024.2101208,358067819.10119915,374804645.0796915,347708885.5057915,401621618.5777607,84909846.848669,89367615.35214561,81058041.35831149,98094650.5830616,566065645.6577934,358067819.10119915,84909846.848669,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,123087979.70792526,123012425.37692526,30753106.344231315,30753106.344231315,92259319.03269398,-0.0,0.0,92259319.03269398
2013-09-01,587712481.2899417,580760900.990619,528688256.7915357,637028677.7647966,371900772.7091347,368840155.8314349,340270487.945671,397572564.0720302,88156872.19349125,87032743.62173964,78623347.27175567,95421520.46162684,587712481.2899417,371900772.7091347,88156872.19349125,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,127654836.38731575,127579282.05631575,31894820.514078937,31894820.514078937,95684461.54223686,-0.0,0.0,95684461.54223686
2013-10-01,576596814.9365419,563489486.9164009,509944786.9273739,624550068.4759378,365062136.8113034,358496178.88229686,329804084.6136446,386489361.4284307,86489522.24048129,84450334.81113905,76161552.23738132,93089228.54715164,576596814.9365419,365062136.8113034,86489522.24048129,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,125045155.88475728,124969601.55375728,31242400.38843932,31242400.38843932,93727201.16531801,-0.0,0.0,93727201.16531801
2013-11-01,594288051.0601587,562054316.0933772,503400230.3357968,611452616.5068142,376957045.1355694,359772198.59583795,333411875.61544585,386935948.7847643,89143207.6590238,84370124.05348356,75959429.11658435,92444744.78898355,594288051.0601587,376957045.1355694,89143207.6590238,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,128187798.26556551,128112243.93456551,32028060.98364138,32028060.98364138,96084182.95092416,-0.0,0.0,96084182.95092416
2013-12-01,597646369.7348574,593068974.086678,535177162.3053914,649254772.5085247,380089598.1852754,377454333.567548,348817687.3677672,404079727.3057808,89646955.4602286,88990124.35702054,80413756.51316264,97332499.21898678,597646369.7348574,380089598.1852754,89646955.4602286,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,127909816.08935344,127834261.75835344,31958565.43958836,31958565.43958836,95875696.3187651,-0.0,0.0,95875696.3187651
2014-01-01,564980183.0330206,579808345.847296,521163489.6356054,635077881.2864614,360185682.6162277,369611476.4842153,339967893.9803244,395695956.12525547,84747027.45495309,86905274.60083005,78457198.76076417,95494028.33183846,564980183.0330206,360185682.6162277,84747027.45495309,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,120047472.96183985,119971918.63083985,29992979.657709964,29992979.657709964,89978938.97312993,-0.0,0.0,89978938.97312993
2014-02-01,572781420.0778383,595338975.4957854,538341046.7863625,648352219.3280301,365561079.9314388,379724510.88884073,352187224.70315456,408883584.66723615,85917213.01167575,89127675.10644662,80376563.48309508,97519558.8991985,572781420.0778383,365561079.9314388,85917213.01167575,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,121303127.13472378,121227572.80372378,30306893.200930946,30306893.200930946,90920679.60279286,-0.0,0.0,90920679.60279286
2014-03-01,606632224.5549561,597286169.0564471,546551652.9446762,653573930.7409928,387955984.3137305,380955004.2114888,354952896.2798201,406639307.2754972,90994833.6832434,89497830.5022033,81049984.13415176,97284392.6972579,606632224.5549561,387955984.3137305,90994833.6832434,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,127681406.5579822,127605852.2269822,31901463.05674555,31901463.05674555,95704389.1702367,-0.0,0.0,95704389.1702367
2014-04-01,597169531.8672003,622409240.5906259,566359494.6180333,677467767.1118473,382616304.0186288,396362550.1141684,368343622.2164517,423518038.7369366,89575429.78008004,93325253.9122483,84725480.03238218,101340402.1988674,597169531.8672003,382616304.0186288,89575429.78008004,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,124977798.06849146,124902243.73749146,31225560.934372865,31225560.934372865,93676682.80311865,-0.0,0.0,93676682.80311865
2014-05-01,622186071.1872915,617494253.565887,560153436.5398743,673320118.6848532,399403434.0988959,397205717.88761777,368799374.48375726,425381533.8046184,93327910.67809372,92520875.57591476,83608885.5275162,100042085.82860896,622186071.1872915,399403434.0988959,93327910.67809372,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,129454726.41030186,129379172.07930186,32344793.019825466,32344793.019825466,97034379.05947644,-0.0,0.0,97034379.05947644
2014-06-01,641274222.9367671,622643882.8327962,566607568.8602686,678878611.4057829,412200652.6870048,399653488.1751426,372141456.1298445,427410331.8897249,96191133.44051506,93293891.21329889,85172078.13335231,101827231.82407944,641274222.9367671,412200652.6870048,96191133.44051506,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,132882436.80924726,132806882.47824726,33201720.619561814,33201720.619561814,99605161.8586855,-0.0,0.0,99605161.8586855
2014-07-01,631714310.3518924,628808011.8977637,575553518.1158962,686941970.4251367,406512705.89450353,403944302.0224442,372526200.8572637,430457712.78994894,94757146.55278385,94221574.50320032,85303532.73377176,102112490.16217004,631714310.3518924,406512705.89450353,94757146.55278385,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,130444457.90460497,130368903.57360497,32592225.893401243,32592225.893401243,97776677.68020374,-0.0,0.0,97776677.68020374
2014-08-01,637226472.2168808,631774809.0377684,574266731.7664545,684502128.9167424,409994211.608084,405508143.8383244,378178013.3752753,435235799.8602441,95583970.83253212,94693683.09295055,86446747.05578323,103241452.28972474,637226472.2168808,409994211.608084,95583970.83253212,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,131648289.77626467,131572735.44526467,32893183.861316167,32893183.861316167,98679551.5839485,-0.0,0.0,98679551.5839485
2014-09-01,616834789.5097182,637234876.8834921,579576996.108489,689916656.1588328,396902529.18895537,409322538.3687101,381887384.1414546,437901370.7433095,92525218.42645772,95521589.26198553,87111303.71641085,103522852.41688412,616834789.5097182,396902529.18895537,92525218.42645772,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,127407041.89430511,127331487.56330511,31832871.890826277,31832871.890826277,95498615.67247885,-0.0,0.0,95498615.67247885
2014-10-01,627005367.130815,649804539.951009,594170890.8504446,701616559.6475475,403366942.6620708,415112465.0041405,387422586.7391346,442628329.5704532,94050805.06962223,97435159.26552571,89276622.51659672,104909394.66639936,627005367.130815,403366942.6620708,94050805.06962223,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,129587619.399122,129512065.068122,32378016.2670305,32378016.2670305,97134048.80109155,-0.0,0.0,97134048.80109155
2014-11-01,613048586.8626678,656965428.8438065,597652832.3388876,709657162.7016362,393645726.6057649,420264384.1282944,389053992.28595775,449072262.6456111,91957288.02940015,98513395.20642376,90740941.06841695,107031924.5734436,613048586.8626678,393645726.6057649,91957288.02940015,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,127445572.2275027,127370017.8965027,31842504.474125676,31842504.474125676,95527513.42237705,-0.0,0.0,95527513.42237705
2014-12-01,658620267.0320791,667722625.4907308,614911414.2127379,726574663.0627489,421603334.3003994,427016500.15095234,398285134.451481,456531987.4408985,98793040.05481188,100215015.187936,91637035.99526368,108209346.20411617,658620267.0320791,421603334.3003994,98793040.05481188,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,138223892.67686778,138148338.34586778,34537084.586466946,34537084.586466946,103611253.75940084,-0.0,0.0,103611253.75940084
2015-01-01,622587025.4514567,667531667.5209249,610075145.9118735,722417230.7784353,395998525.7944794,425438234.6738415,398113715.0586373,454993175.7378734,93388053.81771848,100272002.98538424,91723682.44985828,108439536.01907296,622587025.4514567,395998525.7944794,93388053.81771848,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,133200445.83925879,133124891.50825879,33281222.877064697,33281222.877064697,99843668.63119411,-0.0,0.0,99843668.63119411
2015-02-01,603672415.8639915,654238365.9102751,603426826.2546222,709442311.1041538,384941047.7629147,416969794.6840333,386360277.6903303,444724764.550944,90550862.37959872,98217675.7326621,89961100.37962264,106300649.63987766,603672415.8639915,384941047.7629147,90550862.37959872,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,128180505.72147804,128104951.39047804,32026237.84761951,32026237.84761951,96078713.54285854,-0.0,0.0,96078713.54285854
2015-03-01,636808662.1627601,648298621.5662353,592152943.3585724,703515466.4936721,407164822.83781815,412726089.3737444,382315145.68595535,438284412.0312288,95521299.324414,97251084.603397,89250175.21353883,105829965.90981762,636808662.1627601,407164822.83781815,95521299.324414,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,134122540.00052798,134046985.66952798,33511746.417381994,33511746.417381994,100535239.252146,-0.0,0.0,100535239.252146
2015-04-01,649572740.4284369,660056501.098371,606304448.0492344,714069510.8365346,415758929.8495332,420918697.9859869,391520270.2439543,447932793.2040521,97435911.06426552,99094321.85453954,90911014.902605,107500381.29700036,649572740.4284369,415758929.8495332,97435911.06426552,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,136377899.5146382,136302345.1836382,34075586.29590955,34075586.29590955,102226758.88772869,-0.0,0.0,102226758.88772869
2015-05-01,649032501.2489873,634527423.9302688,577521658.1774639,692198258.6466687,416783076.6277129,409553709.68583167,383094608.6267389,437606569.22599584,97354875.1873481,95187641.56493148,86914950.27371195,103664476.10417746,649032501.2489873,416783076.6277129,97354875.1873481,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,134894549.43392634,134818995.10292634,33704748.775731586,33704748.775731586,101114246.32719481,-0.0,0.0,101114246.32719481
2015-06-01,659780737.0375997,649876629.949795,590690119.9285876,701239303.5547497,424857896.7751425,415757233.32885206,385846954.3922318,444800185.6222292,98967110.55563997,97634523.3015774,89262587.5769401,105934406.26985832,659780737.0375997,424857896.7751425,98967110.55563997,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,135955729.7068172,135880175.3758172,33970043.8439543,33970043.8439543,101910131.53186297,-0.0,0.0,101910131.53186297
2015-07-01,672395681.3828017,648118565.2032822,592252109.5997962,702877836.5128629,433667985.51516575,416170723.986553,389127259.62861055,443823548.1346891,100859352.20742024,97410439.06001842,88787363.12169857,105676093.78847069,672395681.3828017,433667985.51516575,100859352.20742024,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,137868343.66021568,137792789.32921568,34448197.33230392,34448197.33230392,103344591.99691176,-0.0,0.0,103344591.99691176
2015-08-01,667771686.1489527,647957587.3153363,593044902.3586729,703114033.7780308,430683886.49489087,416694882.8013657,387457431.8699353,444702001.919424,100165752.92234293,97273352.65729782,88416158.07584737,105697036.82755004,667771686.1489527,430683886.49489087,100165752.92234293,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,136922046.7317189,136846492.4007189,34211623.100179724,34211623.100179724,102634869.30053926,-0.0,0.0,102634869.30053926
2015-09-01,653487820.9743991,617965372.565998,560351628.6291074,670686787.114831,420524116.7093819,401117182.9316353,370807527.5185724,430866209.9882179,98023173.14615986,92765953.9667509,83980998.13137628,100798647.8480023,653487820.9743991,420524116.7093819,98023173.14615986,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,134940531.11885738,134864976.78785738,33716244.196964346,33716244.196964346,101148732.59089303,-0.0,0.0,101148732.59089303
2015-10-01,644218233.8795847,631656934.065271,576743363.5168309,688337447.7174851,414969269.4351664,407555786.5577869,380971123.1556219,435988495.9868594,96632735.0819377,94765848.70149548,86506621.2909709,103213319.52494805,644218233.8795847,414969269.4351664,96632735.0819377,,,,,,,,30221732.4,75554.33099999999,75554.33099999999,132616229.36248052,132540675.03148052,33135168.75787013,33135168.75787013,99405506.27361047,-0.0,0.0,99405506.27361047
