ds,inflow_operating_revenue_actual,inflow_operating_revenue_forecast,inflow_operating_revenue_lower,inflow_operating_revenue_upper,outflow_cogs_actual,outflow_cogs_forecast,outflow_cogs_lower,outflow_cogs_upper,outflow_opex_actual,outflow_opex_forecast,outflow_opex_lower,outflow_opex_upper,inflow_operating_revenue_final,outflow_cogs_final,outflow_opex_final,interest_expense,taxes,net_debt_financing_activity,capex_outflow,long_term_debt_projected,interest_forecast,interest_final,ebit_final,ebt_final,taxes_forecast,taxes_final,net_operating_cash_flow,net_investing_cash_flow,net_financing_cash_flow,net_change_in_cash_total
2010-10-01,446860679.8874124,458533799.4877676,401751061.6114255,510396558.2155514,265203414.625042,275970777.14971775,247207444.5615921,303514215.7715758,67029101.98311185,69002687.37592053,61169122.00685111,77251499.07861982,446860679.8874124,265203414.625042,67029101.98311185,,,,,30221732.4,75554.33099999999,75554.33099999999,114628163.27925861,114552608.94825861,28638152.237064652,28638152.237064652,85914456.71119398,-0.0,0.0,85914456.71119398
2010-11-01,433389757.3503807,467640191.93969584,413330976.33549887,519678627.3131473,257860401.33694324,281060777.63063705,251974405.45588645,307347932.2033672,65008463.60255709,70444994.49844989,62273970.478190914,79075948.84033555,433389757.3503807,257860401.33694324,65008463.60255709,,,,,30221732.4,75554.33099999999,75554.33099999999,110520892.41088039,110445338.07988039,27611334.519970097,27611334.519970097,82834003.5599103,-0.0,0.0,82834003.5599103
2010-12-01,458979907.3693006,482318543.1283464,424426987.4257677,539897936.5306417,274183027.93983626,291221310.5820746,263264750.8556012,321505085.0635188,68846986.1053951,72671442.71036653,63539750.93540113,80312408.42459382,458979907.3693006,274183027.93983626,68846986.1053951,,,,,30221732.4,75554.33099999999,75554.33099999999,115949893.32406926,115874338.99306926,28968584.748267315,28968584.748267315,86905754.244802,-0.0,0.0,86905754.244802
2011-01-01,455766831.2952705,471576380.82357806,417074235.9452753,523207817.8151952,273146579.6801949,286180589.07531744,258906276.92708904,313808855.75576186,68365024.69429058,71028189.73883714,62579085.88324979,79509245.47031581,455766831.2952705,273146579.6801949,68365024.69429058,,,,,30221732.4,75554.33099999999,75554.33099999999,114255226.92078501,114179672.58978501,28544918.147446252,28544918.147446252,85634754.44233876,-0.0,0.0,85634754.44233876
2011-02-01,480165396.7500576,484108010.067332,425988246.86820513,536687021.3205241,288693961.2774292,291198170.30178225,260527737.73627743,321386415.2965734,72024809.51250863,72961176.4723369,64467402.516563416,80824140.42182645,480165396.7500576,288693961.2774292,72024809.51250863,,,,,30221732.4,75554.33099999999,75554.33099999999,119446625.96011972,119371071.62911972,29842767.90727993,29842767.90727993,89528303.72183985,-0.0,0.0,89528303.72183985
2011-03-01,473266883.9905515,463812210.7223613,406799685.41491824,518659417.3585156,286018423.31026345,282499069.35081613,253457084.52142096,311559797.40702504,70990032.59858271,69631173.2393879,60842947.650926754,78781517.86857681,473266883.9905515,286018423.31026345,70990032.59858271,,,,,30221732.4,75554.33099999999,75554.33099999999,116258428.08170533,116182873.75070533,29045718.437676333,29045718.437676333,87137155.31302905,-0.0,0.0,87137155.31302905
2011-04-01,499589869.1933808,477267904.7591989,420990085.50739926,530559192.0595606,303343969.9619338,291661642.19349945,264463049.09357232,320573489.9822149,74938480.37900712,71713640.02905387,63730921.784592375,79755518.00736618,499589869.1933808,303343969.9619338,74938480.37900712,,,,,30221732.4,75554.33099999999,75554.33099999999,121307418.85243988,121231864.52143988,30307966.13035997,30307966.13035997,90923898.39107996,-0.0,0.0,90923898.39107996
2011-05-01,439538545.60913855,494260433.4155801,441931675.4948158,548732582.8127277,267730788.7937776,302598643.0901496,272745560.66104794,332460658.035245,65930781.84137078,74360519.36159378,65858844.07738876,82921464.2704939,439538545.60913855,267730788.7937776,65930781.84137078,,,,,30221732.4,75554.33099999999,75554.33099999999,105876974.97399014,105801420.64299014,26450355.160747536,26450355.160747536,79351065.48224264,-0.0,0.0,79351065.48224264
2011-06-01,429422690.279077,484555345.7881983,430532744.8947584,540958315.5496931,261569040.40129533,296993679.0549385,270226097.33094424,323964019.2347594,64413403.54186155,72867327.68119253,64637612.37037631,81349520.34066717,429422690.279077,261569040.40129533,64413403.54186155,,,,,30221732.4,75554.33099999999,75554.33099999999,103440246.3359201,103364692.0049201,25841173.001230024,25841173.001230024,77523519.00369012,-0.0,0.0,77523519.00369012
2011-07-01,470058667.8463345,462886905.04426247,407650457.0491623,519366999.76004606,287071313.00256467,287384912.1826962,259523319.0538257,313806619.4177008,70508800.17695017,69563850.93584359,61269214.35530941,78312288.11288527,470058667.8463345,287071313.00256467,70508800.17695017,,,,,30221732.4,75554.33099999999,75554.33099999999,112478554.66681969,112403000.33581969,28100750.083954923,28100750.083954923,84302250.25186479,-0.0,0.0,84302250.25186479
2011-08-01,447032553.7862776,446300752.70374936,390379236.4551535,505912161.4334524,273870143.89243245,281342228.4242462,252693268.4021409,306776455.6230505,67054883.06794164,66795301.03528528,58792959.63746215,75107618.82207283,447032553.7862776,273870143.89243245,67054883.06794164,,,,,30221732.4,75554.33099999999,75554.33099999999,106107526.82590348,106031972.49490348,26507993.12372587,26507993.12372587,79523979.37117761,-0.0,0.0,79523979.37117761
2011-09-01,487869112.5714731,451001537.8925061,397076867.2086328,505140827.9403042,299537314.4115138,284271044.16371673,255511155.971608,311559794.69402057,73180366.88572097,67647605.60382281,59283089.1071452,76112455.16126977,487869112.5714731,299537314.4115138,73180366.88572097,,,,,30221732.4,75554.33099999999,75554.33099999999,115151431.27423835,115075876.94323835,28768969.235809587,28768969.235809587,86306907.70742881,-0.0,0.0,86306907.70742881
2011-10-01,512311452.26500446,471039855.129341,418838527.3985722,526282052.2581544,314756576.1200912,295301051.0913589,266791263.011232,324353415.71727395,76846717.83975066,70537088.33883025,62151200.81627511,78709252.90186624,512311452.26500446,314756576.1200912,76846717.83975066,,,,,30221732.4,75554.33099999999,75554.33099999999,120708158.30516261,120632603.97416261,30158150.993540652,30158150.993540652,90474452.980622,-0.0,0.0,90474452.980622
2011-11-01,483665881.62918943,480734088.68969065,427907378.9872157,534784752.0896048,297706263.2378239,299498081.49182016,270004883.2730639,328245367.2061147,72549882.24437842,71934055.05336466,63770975.003176354,80375285.28629889,483665881.62918943,297706263.2378239,72549882.24437842,,,,,30221732.4,75554.33099999999,75554.33099999999,113409736.14698714,113334181.81598714,28333545.453996785,28333545.453996785,85000636.36199039,-0.0,0.0,85000636.36199039
2011-12-01,503584782.1527969,496465429.7505496,439585057.1046849,550068132.1946131,310040436.4921853,309374501.49901474,283364783.6906606,338354423.7476844,75537717.32291953,74563452.36458053,65613585.19010444,83214635.17877088,503584782.1527969,310040436.4921853,75537717.32291953,,,,,30221732.4,75554.33099999999,75554.33099999999,118006628.33769208,117931074.00669208,29482768.50167302,29482768.50167302,88448305.50501907,-0.0,0.0,88448305.50501907
2012-01-01,526161222.40605015,512577542.4271102,459842158.6678956,570157238.2446499,324822477.5222379,319604878.1252541,292844200.9824869,347798546.61502934,78924183.36090752,77075568.77050807,68781468.42184271,85394368.09690966,526161222.40605015,324822477.5222379,78924183.36090752,,,,,30221732.4,75554.33099999999,75554.33099999999,122414561.5229047,122339007.1919047,30584751.797976173,30584751.797976173,91754255.39392853,-0.0,0.0,91754255.39392853
2012-02-01,553045438.3420897,518279294.6084337,459825954.5460807,574029033.9947999,342149052.45335686,320896394.6331812,292335098.64501905,349089731.04587513,82956815.75131345,77948146.06947601,68925158.01123959,85695871.43627512,553045438.3420897,342149052.45335686,82956815.75131345,,,,,30221732.4,75554.33099999999,75554.33099999999,127939570.13741934,127864015.80641934,31966003.951604836,31966003.951604836,95898011.85481453,-0.0,0.0,95898011.85481453
2012-03-01,517548309.6457547,517037367.94154674,462323824.7481508,573003380.3088602,320858577.57874155,319840204.77532035,290932339.0238175,348284930.0290422,77632246.4468632,77853395.16894135,69016987.23235972,86619404.95177808,517548309.6457547,320858577.57874155,77632246.4468632,,,,,30221732.4,75554.33099999999,75554.33099999999,119057485.62014997,118981931.28914997,29745482.822287492,29745482.822287492,89236448.4668625,-0.0,0.0,89236448.4668625
2012-04-01,522857429.56593984,536919853.5264996,479553453.1709649,588893134.0010048,324688357.2308185,331858526.8754527,302353847.8227936,361171314.747121,78428614.43489097,80767157.78028753,73393932.97752753,89178666.86138362,522857429.56593984,324688357.2308185,78428614.43489097,,,,,30221732.4,75554.33099999999,75554.33099999999,119740457.90023035,119664903.56923035,29916225.892307587,29916225.892307587,89748677.6769228,-0.0,0.0,89748677.6769228
2012-05-01,532615633.2907589,549817398.2671121,491910442.9021266,605698531.6320995,330064041.1524573,341206037.1649386,316933005.52021766,370645450.0910538,79892344.99361382,82727089.82574159,74866437.73310713,90417807.74911591,532615633.2907589,330064041.1524573,79892344.99361382,,,,,30221732.4,75554.33099999999,75554.33099999999,122659247.14468777,122583692.81368777,30645923.203421943,30645923.203421943,91937769.61026585,-0.0,0.0,91937769.61026585
2012-06-01,529183297.6122497,527671743.1009268,470893380.9212458,584583897.7337817,327666013.918752,330242426.691112,303397149.1272328,358940480.7557368,79377494.64183745,79233534.37616809,70021161.2293879,87676851.92549786,529183297.6122497,327666013.918752,79377494.64183745,,,,,30221732.4,75554.33099999999,75554.33099999999,122139789.05166024,122064234.72066024,30516058.68016506,30516058.68016506,91548176.04049522,-0.0,0.0,91548176.04049522
2012-07-01,525514748.3095209,540216007.6053215,483910517.897382,598029591.9003354,325488455.04471177,338621648.9654764,310549236.8260194,367833034.27600455,78827212.24642813,80920024.91009319,72309991.35905886,89134060.44026667,525514748.3095209,325488455.04471177,78827212.24642813,,,,,30221732.4,75554.33099999999,75554.33099999999,121199081.018381,121123526.687381,30280881.67184525,30280881.67184525,90842645.01553577,-0.0,0.0,90842645.01553577
2012-08-01,528861575.78744256,539173840.3829142,486384595.598815,592689067.7892641,329464359.04683113,337109653.9588426,309728699.93012613,364662705.582902,79329236.36811638,81027214.30925456,71976538.78502527,89566520.58298002,528861575.78744256,329464359.04683113,79329236.36811638,,,,,30221732.4,75554.33099999999,75554.33099999999,120067980.37249506,119992426.04149505,29998106.510373764,29998106.510373764,89994319.53112131,-0.0,0.0,89994319.53112131
2012-09-01,541572660.7075005,555484703.1319392,500878488.0287672,615665894.2619481,338992714.7078796,345479226.6258672,317617526.66807485,371975247.75143605,81235899.10612507,83360031.15371282,74761395.6459974,91318450.25024268,541572660.7075005,338992714.7078796,81235899.10612507,,,,,30221732.4,75554.33099999999,75554.33099999999,121344046.8934958,121268492.5624958,30317123.14062395,30317123.14062395,90951369.4218719,-0.0,0.0,90951369.4218719
2012-10-01,541763212.4157426,571407411.673968,515650304.9607619,626730323.3039516,340026504.2725106,351886412.6495753,324449050.91050726,381352010.756961,81264481.86236139,86021023.25497083,78269508.77383314,94638076.96898076,541763212.4157426,340026504.2725106,81264481.86236139,,,,,30221732.4,75554.33099999999,75554.33099999999,120472226.28087068,120396671.94987068,30099167.98746767,30099167.98746767,90297503.96240306,-0.0,0.0,90297503.96240306
2012-11-01,565315605.4814639,558408423.9509281,503044422.42571855,614168466.6426411,354212831.9194934,348376704.821587,320643321.85698366,376148495.7131515,84797340.82221958,84286419.95894757,75679454.02185783,93192906.37939288,565315605.4814639,354212831.9194934,84797340.82221958,,,,,30221732.4,75554.33099999999,75554.33099999999,126305432.73975098,126229878.40875098,31557469.602187745,31557469.602187745,94672408.80656326,-0.0,0.0,94672408.80656326
2012-12-01,554206789.7600391,531245149.3800771,478046631.7295812,586569418.0370333,347210275.7843214,336633560.38104707,306832610.52631795,364738660.2492628,83131018.46400586,79671895.11817633,71232170.18334916,88605036.55003542,554206789.7600391,347210275.7843214,83131018.46400586,,,,,30221732.4,75554.33099999999,75554.33099999999,123865495.51171184,123789941.18071184,30947485.29517796,30947485.29517796,92842455.88553393,-0.0,0.0,92842455.88553393
2013-01-01,596459329.064459,532527072.49144953,480332687.75733465,590600044.4388559,374421654.5884805,335808399.7491841,308630983.6252273,366668176.20270544,89468899.35966884,79751673.39771217,71539385.34416604,87891429.0736249,596459329.064459,374421654.5884805,89468899.35966884,,,,,30221732.4,75554.33099999999,75554.33099999999,132568775.11630964,132493220.78530964,33123305.19632741,33123305.19632741,99369915.58898228,-0.0,0.0,99369915.58898228
2013-02-01,582213870.8935782,560970499.9476947,505794031.8725316,615937540.5217886,367463729.4074079,353488524.3557467,327595986.984279,382625342.0120385,87332080.63403672,83936380.60960619,75716488.80152163,92859023.81179611,582213870.8935782,367463729.4074079,87332080.63403672,,,,,30221732.4,75554.33099999999,75554.33099999999,127418060.85213357,127342506.52113357,31835626.630283393,31835626.630283393,95506879.89085019,-0.0,0.0,95506879.89085019
2013-03-01,558037101.4794202,557121437.6908498,499556602.9898462,612355226.2821198,351214213.64793247,349739768.7356835,321030847.10111,378467065.607219,83705565.22191302,83699644.3277144,76051929.80073744,92222105.53008358,558037101.4794202,351214213.64793247,83705565.22191302,,,,,30221732.4,75554.33099999999,75554.33099999999,123117322.60957468,123041768.27857468,30760442.06964367,30760442.06964367,92281326.20893103,-0.0,0.0,92281326.20893103
2013-04-01,582479540.2655089,557450119.0127319,506859786.4040212,616530691.8436024,365832208.2976832,351217891.2842705,323158984.4384709,379559123.76489264,87371931.03982633,83674510.17836042,74899438.74843654,92321547.96709712,582479540.2655089,365832208.2976832,87371931.03982633,,,,,30221732.4,75554.33099999999,75554.33099999999,129275400.92799938,129199846.59699938,32299961.649249844,32299961.649249844,96899884.94774956,-0.0,0.0,96899884.94774956
2013-05-01,566325344.4657259,589001030.2901639,532690674.05483633,649834315.6302667,355833710.5573876,369919165.9673937,339322541.6642857,397722563.2880677,84948801.66985889,88546758.16164507,80662128.2906124,96415359.33754878,566325344.4657259,355833710.5573876,84948801.66985889,,,,,30221732.4,75554.33099999999,75554.33099999999,125542832.23847944,125467277.90747944,31366819.47686986,31366819.47686986,94100458.43060958,-0.0,0.0,94100458.43060958
2013-06-01,596464519.4138429,590420556.6531321,533899083.8625929,646253529.5232062,375662873.421125,370759161.955796,342490250.27007264,400096578.8020535,89469677.91207643,88718410.96138437,79703144.54665153,97403203.22915302,596464519.4138429,375662873.421125,89469677.91207643,,,,,30221732.4,75554.33099999999,75554.33099999999,131331968.08064151,131256413.74964151,32814103.437410377,32814103.437410377,98442310.31223118,-0.0,0.0,98442310.31223118
2013-07-01,596065424.9911635,601108737.4760767,544103774.68847,658556372.9404976,376146367.52285045,376980398.5206384,348781191.1319168,407882916.6429109,89409813.74867453,90281015.63267042,82178726.22784069,98765671.47354253,596065424.9911635,376146367.52285045,89409813.74867453,,,,,30221732.4,75554.33099999999,75554.33099999999,130509243.71963853,130433689.38863853,32608422.34715963,32608422.34715963,97825267.04147893,-0.0,0.0,97825267.04147893
2013-08-01,566065645.6577934,594852993.6896908,533444362.6833749,645877680.1734759,358067819.10119915,374804645.0796915,347326371.9790605,402462184.9366924,84909846.848669,89367615.35214561,80707802.83830406,97830041.2269287,566065645.6577934,358067819.10119915,84909846.848669,,,,,30221732.4,75554.33099999999,75554.33099999999,123087979.70792526,123012425.37692526,30753106.344231315,30753106.344231315,92259319.03269398,-0.0,0.0,92259319.03269398
2013-09-01,587712481.2899417,580760900.990619,524291583.9740106,631913193.185647,371900772.7091347,368840155.8314349,338975758.71164405,398800442.9428131,88156872.19349125,87032743.62173964,79143580.87878135,95588377.643565,587712481.2899417,371900772.7091347,88156872.19349125,,,,,30221732.4,75554.33099999999,75554.33099999999,127654836.38731575,127579282.05631575,31894820.514078937,31894820.514078937,95684461.54223686,-0.0,0.0,95684461.54223686
2013-10-01,576596814.9365419,563489486.9164009,506521031.2830574,622856873.3213981,365062136.8113034,358496178.88229686,329935008.1225132,387951086.7195711,86489522.24048129,84450334.81113905,75745209.51373284,93461085.74120446,576596814.9365419,365062136.8113034,86489522.24048129,,,,,30221732.4,75554.33099999999,75554.33099999999,125045155.88475728,124969601.55375728,31242400.38843932,31242400.38843932,93727201.16531801,-0.0,0.0,93727201.16531801
2013-11-01,594288051.0601587,562054316.0933772,505478957.143095,617542639.1357973,376957045.1355694,359772198.59583795,332637368.63010746,386964933.8763388,89143207.6590238,84370124.05348356,76301189.21029156,92613207.49690466,594288051.0601587,376957045.1355694,89143207.6590238,,,,,30221732.4,75554.33099999999,75554.33099999999,128187798.26556551,128112243.93456551,32028060.98364138,32028060.98364138,96084182.95092416,-0.0,0.0,96084182.95092416
2013-12-01,597646369.7348574,593068974.086678,538551612.1865135,651696832.4914942,380089598.1852754,377454333.567548,347828681.0083366,405714621.3150327,89646955.4602286,88990124.35702054,80017548.43206723,96622028.16872396,597646369.7348574,380089598.1852754,89646955.4602286,,,,,30221732.4,75554.33099999999,75554.33099999999,127909816.08935344,127834261.75835344,31958565.43958836,31958565.43958836,95875696.3187651,-0.0,0.0,95875696.3187651
2014-01-01,564980183.0330206,579808345.847296,524168342.9582274,632194544.3104136,360185682.6162277,369611476.4842153,341244689.3630804,397622167.956364,84747027.45495309,86905274.60083005,78556950.4434592,95109818.52966546,564980183.0330206,360185682.6162277,84747027.45495309,,,,,30221732.4,75554.33099999999,75554.33099999999,120047472.96183985,119971918.63083985,29992979.657709964,29992979.657709964,89978938.97312993,-0.0,0.0,89978938.97312993
2014-02-01,572781420.0778383,595338975.4957854,544271150.4431897,651396056.4909765,365561079.9314388,379724510.88884073,350526121.5799281,408595287.1281604,85917213.01167575,89127675.10644662,79953990.11612862,97313450.36386164,572781420.0778383,365561079.9314388,85917213.01167575,,,,,30221732.4,75554.33099999999,75554.33099999999,121303127.13472378,121227572.80372378,30306893.200930946,30306893.200930946,90920679.60279286,-0.0,0.0,90920679.60279286
2014-03-01,606632224.5549561,597286169.0564471,541299551.0913012,650974646.70726,387955984.3137305,380955004.2114888,353907031.4762441,409638044.1198109,90994833.6832434,89497830.5022033,81116502.32281941,97974154.9002492,606632224.5549561,387955984.3137305,90994833.6832434,,,,,30221732.4,75554.33099999999,75554.33099999999,127681406.5579822,127605852.2269822,31901463.05674555,31901463.05674555,95704389.1702367,-0.0,0.0,95704389.1702367
2014-04-01,597169531.8672003,622409240.5906259,568396275.4083525,675834902.3807943,382616304.0186288,396362550.1141684,368284701.1302626,424231994.5587861,89575429.78008004,93325253.9122483,85531942.1569052,101787485.83429068,597169531.8672003,382616304.0186288,89575429.78008004,,,,,30221732.4,75554.33099999999,75554.33099999999,124977798.06849146,124902243.73749146,31225560.934372865,31225560.934372865,93676682.80311865,-0.0,0.0,93676682.80311865
2014-05-01,622186071.1872915,617494253.565887,559725555.2474064,670337970.124265,399403434.0988959,397205717.88761777,368324083.8206978,425875497.4452178,93327910.67809372,92520875.57591476,83723438.08565016,100811260.00517298,622186071.1872915,399403434.0988959,93327910.67809372,,,,,30221732.4,75554.33099999999,75554.33099999999,129454726.41030186,129379172.07930186,32344793.019825466,32344793.019825466,97034379.05947644,-0.0,0.0,97034379.05947644
2014-06-01,641274222.9367671,622643882.8327962,566394230.1840217,679014112.4230915,412200652.6870048,399653488.1751426,371195072.4678475,428693264.6999472,96191133.44051506,93293891.21329889,84983613.16405061,101491413.1766253,641274222.9367671,412200652.6870048,96191133.44051506,,,,,30221732.4,75554.33099999999,75554.33099999999,132882436.80924726,132806882.47824726,33201720.619561814,33201720.619561814,99605161.8586855,-0.0,0.0,99605161.8586855
2014-07-01,631714310.3518924,628808011.8977637,571592620.1388987,685289797.0499246,406512705.89450353,403944302.0224442,375479864.0220749,433279047.8504825,94757146.55278385,94221574.50320032,85782674.05545211,102712343.5533368,631714310.3518924,406512705.89450353,94757146.55278385,,,,,30221732.4,75554.33099999999,75554.33099999999,130444457.90460497,130368903.57360497,32592225.893401243,32592225.893401243,97776677.68020374,-0.0,0.0,97776677.68020374
2014-08-01,637226472.2168808,631774809.0377684,576555821.8544023,684235366.0335765,409994211.608084,405508143.8383244,376421964.2439298,435457433.5610592,95583970.83253212,94693683.09295055,86245376.91776706,102411541.00170504,637226472.2168808,409994211.608084,95583970.83253212,,,,,30221732.4,75554.33099999999,75554.33099999999,131648289.77626467,131572735.44526467,32893183.861316167,32893183.861316167,98679551.5839485,-0.0,0.0,98679551.5839485
2014-09-01,616834789.5097182,637234876.8834921,581872944.4231299,694068874.4403232,396902529.18895537,409322538.3687101,379661350.2458486,438111139.30551535,92525218.42645772,95521589.26198553,87086606.38718016,103740434.48625216,616834789.5097182,396902529.18895537,92525218.42645772,,,,,30221732.4,75554.33099999999,75554.33099999999,127407041.89430511,127331487.56330511,31832871.890826277,31832871.890826277,95498615.67247885,-0.0,0.0,95498615.67247885
2014-10-01,627005367.130815,649804539.951009,593886932.1293863,705850404.2459924,403366942.6620708,415112465.0041405,382939106.85378015,442170972.2804245,94050805.06962223,97435159.26552571,88900681.04682179,104791078.0754569,627005367.130815,403366942.6620708,94050805.06962223,,,,,30221732.4,75554.33099999999,75554.33099999999,129587619.399122,129512065.068122,32378016.2670305,32378016.2670305,97134048.80109155,-0.0,0.0,97134048.80109155
2014-11-01,613048586.8626678,656965428.8438065,603713799.4135709,716741406.667205,393645726.6057649,420264384.1282944,392037834.9622772,448787895.2322083,91957288.02940015,98513395.20642376,90710149.65222688,106625338.50340284,613048586.8626678,393645726.6057649,91957288.02940015,,,,,30221732.4,75554.33099999999,75554.33099999999,127445572.2275027,127370017.8965027,31842504.474125676,31842504.474125676,95527513.42237705,-0.0,0.0,95527513.42237705
2014-12-01,658620267.0320791,667722625.4907308,613878769.9700869,719736767.6467866,421603334.3003994,427016500.15095234,398000292.6163783,451997466.5438719,98793040.05481188,100215015.187936,91978306.42841975,109020120.40458582,658620267.0320791,421603334.3003994,98793040.05481188,,,,,30221732.4,75554.33099999999,75554.33099999999,138223892.67686778,138148338.34586778,34537084.586466946,34537084.586466946,103611253.75940084,-0.0,0.0,103611253.75940084
2015-01-01,622587025.4514567,667531667.5209249,613246492.4315007,720263998.53757,395998525.7944794,425438234.6738415,397153045.86069566,454151004.2096631,93388053.81771848,100272002.98538424,91468301.63352546,108515595.96490525,622587025.4514567,395998525.7944794,93388053.81771848,,,,,30221732.4,75554.33099999999,75554.33099999999,133200445.83925879,133124891.50825879,33281222.877064697,33281222.877064697,99843668.63119411,-0.0,0.0,99843668.63119411
2015-02-01,603672415.8639915,654238365.9102751,602568349.2967497,708335569.4554154,384941047.7629147,416969794.6840333,387557379.8997904,446227265.9287994,90550862.37959872,98217675.7326621,90149771.97876914,107202086.00817002,603672415.8639915,384941047.7629147,90550862.37959872,,,,,30221732.4,75554.33099999999,75554.33099999999,128180505.72147804,128104951.39047804,32026237.84761951,32026237.84761951,96078713.54285854,-0.0,0.0,96078713.54285854
2015-03-01,636808662.1627601,648298621.5662353,592387080.6938286,702720531.5984256,407164822.83781815,412726089.3737444,382588037.0920797,438516538.1761739,95521299.324414,97251084.603397,88802611.3058766,105710088.59883532,636808662.1627601,407164822.83781815,95521299.324414,,,,,30221732.4,75554.33099999999,75554.33099999999,134122540.00052798,134046985.66952798,33511746.417381994,33511746.417381994,100535239.252146,-0.0,0.0,100535239.252146
2015-04-01,649572740.4284369,660056501.098371,605259474.2948984,717076377.9148383,415758929.8495332,420918697.9859869,390297913.5844612,447407278.4707148,97435911.06426552,99094321.85453954,90325912.95887657,107455049.32131284,649572740.4284369,415758929.8495332,97435911.06426552,,,,,30221732.4,75554.33099999999,75554.33099999999,136377899.5146382,136302345.1836382,34075586.29590955,34075586.29590955,102226758.88772869,-0.0,0.0,102226758.88772869
2015-05-01,649032501.2489873,634527423.9302688,583253282.3316631,689157475.8465129,416783076.6277129,409553709.68583167,383320208.3868759,435059831.26791376,97354875.1873481,95187641.56493148,86853356.3054188,103915129.15954018,649032501.2489873,416783076.6277129,97354875.1873481,,,,,30221732.4,75554.33099999999,75554.33099999999,134894549.43392634,134818995.10292634,33704748.775731586,33704748.775731586,101114246.32719481,-0.0,0.0,101114246.32719481
2015-06-01,659780737.0375997,649876629.949795,591909706.9130691,703118246.1198906,424857896.7751425,415757233.32885206,387275164.6194049,442791601.9873422,98967110.55563997,97634523.3015774,89595258.37718162,106441936.35799892,659780737.0375997,424857896.7751425,98967110.55563997,,,,,30221732.4,75554.33099999999,75554.33099999999,135955729.7068172,135880175.3758172,33970043.8439543,33970043.8439543,101910131.53186297,-0.0,0.0,101910131.53186297
2015-07-01,672395681.3828017,648118565.2032822,589249359.2072122,703281390.1773512,433667985.51516575,416170723.986553,388593102.6155781,443399924.6327344,100859352.20742024,97410439.06001842,89408651.55097578,106081373.84390529,672395681.3828017,433667985.51516575,100859352.20742024,,,,,30221732.4,75554.33099999999,75554.33099999999,137868343.66021568,137792789.32921568,34448197.33230392,34448197.33230392,103344591.99691176,-0.0,0.0,103344591.99691176
2015-08-01,667771686.1489527,647957587.3153363,594021913.8837975,705422606.0494086,430683886.49489087,416694882.8013657,387879375.5183659,443010786.9889825,100165752.92234293,97273352.65729782,89538150.75170366,105850215.27446322,667771686.1489527,430683886.49489087,100165752.92234293,,,,,30221732.4,75554.33099999999,75554.33099999999,136922046.7317189,136846492.4007189,34211623.100179724,34211623.100179724,102634869.30053926,-0.0,0.0,102634869.30053926
2015-09-01,653487820.9743991,617965372.565998,565425484.4555448,669879898.2179092,420524116.7093819,401117182.9316353,371828020.322156,428707146.9142748,98023173.14615986,92765953.9667509,84377749.6624329,101354596.79871196,653487820.9743991,420524116.7093819,98023173.14615986,,,,,30221732.4,75554.33099999999,75554.33099999999,134940531.11885738,134864976.78785738,33716244.196964346,33716244.196964346,101148732.59089303,-0.0,0.0,101148732.59089303
2015-10-01,644218233.8795847,631656934.065271,578553087.5186934,686610682.8995458,414969269.4351664,407555786.5577869,379808078.0628412,433622800.4906752,96632735.0819377,94765848.70149548,86201715.7698889,102613430.9026609,644218233.8795847,414969269.4351664,96632735.0819377,,,,,30221732.4,75554.33099999999,75554.33099999999,132616229.36248052,132540675.03148052,33135168.75787013,33135168.75787013,99405506.27361047,-0.0,0.0,99405506.27361047
2015-11-01,659998745.9968936,627569614.2729374,574049562.0576577,684985109.519355,425642063.37789696,403598684.2034532,374528444.1749567,430692069.9965606,98999811.89953405,94086578.70235775,85258165.18817887,102049157.58982478,659998745.9968936,425642063.37789696,98999811.89953405,,,,,30221732.4,75554.33099999999,75554.33099999999,135356870.71946263,135281316.38846263,33820329.09711566,33820329.09711566,101460987.29134703,-0.0,0.0,101460987.29134703
2015-12-01,647356918.6589999,612262368.1737121,556260497.6075366,668483993.9400878,417040147.0718047,395996601.75055146,365004701.0186247,425310271.61615336,97103537.79885,92003195.22934994,83285088.71254729,100520717.32194592,647356918.6589999,417040147.0718047,97103537.79885,,,,,30221732.4,75554.33099999999,75554.33099999999,133213233.78834522,133137679.45734522,33284419.864336304,33284419.864336304,99853259.593009,-0.0,0.0,99853259.593009
2016-01-01,659302563.3551185,604500820.1256558,550130329.5022511,660199847.9365181,424541050.5743575,394033348.71655154,366592657.4893476,422836603.31062096,98895384.50326778,90824148.1784907,82345713.19227396,99869468.775613,659302563.3551185,424541050.5743575,98895384.50326778,,,,,30221732.4,75554.33099999999,75554.33099999999,135866128.27749324,135790573.94649324,33947643.48662331,33947643.48662331,101842930.45986998,-0.0,0.0,101842930.45986998
2016-02-01,641624390.3577285,598272308.2797076,545477451.9782507,651581775.4799495,412608276.9577118,387506400.9520585,359161375.1803628,414663630.3916437,96243658.55365928,89926160.89864214,81775109.25981174,98568570.91064112,641624390.3577285,412608276.9577118,96243658.55365928,,,,,30221732.4,75554.33099999999,75554.33099999999,132772454.8463574,132696900.5153574,33174225.12883935,33174225.12883935,99522675.38651812,-0.0,0.0,99522675.38651812
